fecha;so2_validado;so2_preliminar;so2_no_validado;temperatura_media;fecha_temperatura_minima;temperatura_minima;fecha_temperatura_maxima;temperatura_maxima;mp_2_5_validado;mp_2_5_no_validado;mp_10_validado;mp_10_no_validado
180101;;;;19.7;130101;14.9;070101;27.7;6;;25;
180102;;;;19.6;030102;14.9;070102;25.0;4;;25;
180103;;;;19.8;970103;15.0;980103;25.1;6;;26;
180104;;;;19.7;930104;15.0;980104;25.5;6;;23;
180105;;;;19.9;030105;14.8;170105;26.8;7;;24;
180106;;;;20.0;940106;15.0;170106;25.8;6;;21;
180107;;;;20.0;130107;14.6;980107;27.9;6;;23;
180108;;;;20.1;130108;14.7;140108;27.2;4;;23;
180109;;;;20.1;110109;14.9;140109;26.5;4;;23;
180110;;;;20.0;960110;14.5;950110;25.9;3;;20;
180111;;;;20.0;110111;15.0;050111;26.7;3;;24;
180112;;;;20.0;950112;15.0;980112;26.0;5;;24;
180113;;;;20.2;120113;15.1;950113;26.6;5;;23;
180114;;;;20.3;990114;14.7;980114;26.1;4;;19;
180115;;;;20.4;120115;15.0;980115;26.3;3;;21;
180116;;;;20.4;120116;14.7;170116;26.8;4;;22;
180117;;;;20.6;120117;15.3;980117;31.8;6;;25;
180118;;;;20.5;990118;14.0;080118;27.4;5;;23;
180119;;;;20.4;990119;14.7;170119;28.6;6;;26;
180120;;;;20.4;110120;14.5;170120;27.7;4;;21;
180121;;;;20.4;990121;14.7;170121;30.3;4;;20;
180122;;;;20.4;960122;15.3;170122;28.3;4;;21;
180123;;;;20.3;910123;15.5;170123;28.4;5;;24;
180124;;;;20.4;020124;13.6;950124;26.4;5;;25;
180125;;;;20.3;090125;15.3;170125;26.1;6;;26;
180126;;;;20.4;020126;14.8;170126;29.3;7;;26;
180127;;;;20.4;050127;15.3;170127;27.5;8;;27;
180128;;;;20.4;070128;15.1;170128;26.5;7;;25;
180129;;;;20.6;070129;14.7;030129;27.3;8;;28;
180130;;;;20.5;970130;15.2;030130;28.2;5;;25;
180131;;;;20.3;050131;13.8;160131;26.4;5;;22;
180201;;;;20.5;050201;12.9;170201;27.0;7;;26;
180202;;;;20.3;050202;12.9;170202;27.6;;;25;
180203;;;;20.3;050203;14.5;980203;26.0;6;;23;
180204;;;;20.3;050204;14.0;980204;26.0;8;;26;
180205;;;;20.4;970205;14.9;130205;26.0;6;;25;
180206;;;;20.4;120206;14.7;900206;27.9;5;;26;
180207;;;;20.2;050207;14.2;030207;25.4;6;;24;
180208;;;;20.2;050208;14.5;130208;26.1;3;;21;
180209;;;;20.2;000209;14.8;980209;26.8;2;;27;
180210;;;;20.3;.;14.7;980210;26.7;4;;29;
180211;;;;20.3;000211;15.1;890211;26.0;9;;31;
180212;;;;20.1;960212;15.4;120212;27.5;8;;27;
180213;;;;20.2;000213;15.0;890213;25.6;8;;34;
180214;;;;20.2;050214;14.6;060214;26.8;9;;27;
180215;;;;20.3;960215;14.7;060215;26.1;11;;;26
180216;;;;20.3;960216;15.2;890216;25.6;7;;;0
180217;;;;20.1;050217;14.9;010217;25.1;6;;;0
180218;;;;20.1;000218;14.7;090218;25.7;3;;;0
180219;;;;20.1;000219;14.9;150219;29.1;2;;;30
180220;;;;20.1;900220;15.1;980220;25.6;6;;47;
180221;;;;20.1;130221;14.3;980221;27.7;5;;42;
180222;;;;20.0;910222;15.0;160222;28.0;8;;42;
180223;;;;20.0;070223;14.9;170223;27.6;8;;41;
180224;;;;20.0;120224;14.4;170224;27.0;7;;31;
180225;;;;20.0;950225;14.4;170225;27.0;5;;23;
180226;;;;20.0;080226;14.5;170226;27.6;;;35;
180227;;;;19.9;080227;14.1;170227;27.1;;;40;
180228;;;;19.8;950228;13.8;170228;25.8;9;;41;
180301;;;;19.6;950301;14.4;980301;25.2;6;;33;
180302;;;;19.6;000302;14.4;970302;26.2;8;;41;
180303;;;;19.6;000303;13.5;.;30.6;7;;36;
180304;;;;19.7;000304;13.6;970304;27.9;8;;36;
180305;;;;19.7;140305;14.0;970305;26.2;10;;56;
180306;;;;19.6;900306;14.4;050306;25.4;;;61;
180307;;;;19.6;090307;14.7;010307;25.9;14;;57;
180308;;;;19.5;070308;14.6;080308;24.8;10;;42;
180309;;;;19.4;100309;14.7;000309;25.6;11;;49;
180310;;;;19.4;070310;14.5;140310;24.6;10;;39;
180311;;;;19.3;070311;15.0;920311;25.4;9;;37;
180312;;;;19.5;080312;14.4;150312;25.6;11;;43;
180313;;;;19.4;080313;13.9;990313;25.8;12;;50;
180314;;;;19.2;080314;14.0;020314;25.0;12;;;
180315;;;;19.1;040315;13.5;980315;27.3;10;;46;
180316;;;;19.2;050316;13.7;980316;25.4;10;;40;
180317;;;;19.1;040317;13.4;920317;25.1;9;;36;
180318;;;;19.1;900318;14.0;090318;24.8;5;;25;
180319;;;;19.1;130319;13.5;920319;24.5;6;;29;
180320;;;;18.9;080320;13.9;920320;24.9;9;;35;
180321;;;;19.0;130321;13.9;150321;26.0;8;;36;
180322;;;;18.7;180322;13.3;150322;24.1;9;;39;
180323;;;;18.7;910323;13.0;150323;26.5;13;;50;
180324;;;;18.7;000324;14.0;150324;26.6;10;;43;
180325;;;;18.7;970325;13.6;920325;24.2;10;;43;
180326;;;;18.6;060326;13.6;920326;28.3;13;;46;
180327;;;;18.8;050327;13.2;920327;26.0;12;;35;
180328;;;;18.4;060328;13.1;920328;24.4;10;;35;
180329;;;;18.4;060329;13.4;000329;24.2;;7;37;
180330;;;;18.4;070330;13.2;140330;26.1;;1;31;
180331;;;;18.3;890331;12.9;100331;25.4;;1;34;
180401;;;;18.5;130401;12.9;920401;23.9;;;40;
180402;;;;18.4;030402;12.9;980402;23.4;;;41;
180403;;;;18.2;030403;12.2;980403;23.6;12;;40;
180404;;;;17.9;130404;11.9;980404;23.8;9;;39;
180405;;;;17.8;030405;11.8;160405;23.6;8;;28;
180406;;;;17.8;000406;12.3;920406;24.2;11;;35;
180407;;;;17.7;000407;12.3;980407;24.8;11;;34;
180408;;;;17.6;030408;10.0;980408;23.7;8;;29;
180409;;;;17.7;000409;11.1;120409;27.7;8;;34;
180410;;;;17.6;060410;11.5;120410;25.7;6;;27;
180411;;;;17.5;060411;11.5;900411;25.2;6;;26;
180412;;;;17.4;080412;10.9;000412;26.1;6;;25;
180413;;;;17.6;050413;11.0;000413;28.3;6;;29;
180414;;;;17.5;060414;11.4;000414;24.4;6;;25;
180415;;;;17.4;130415;11.3;890415;24.1;9;;26;
180416;;;;17.2;130416;11.1;150416;22.3;9;;25;
180417;;;;17.1;130417;11.6;170417;22.6;10;;41;
180418;;;;17.2;030418;11.5;930418;23.4;17;;50;
180419;;;;17.1;030419;11.2;890419;24.8;13;;34;
180420;;;;16.9;020420;11.4;120420;22.6;13;;40;
180421;;;;16.7;080421;10.9;.;21.8;13;;29;
180422;;;;16.8;000422;11.4;090422;22.8;13;;34;
180423;;;;16.6;080423;11.2;060423;23.2;11;;29;
180424;;;;16.9;130424;11.0;050424;24.7;13;;38;
180425;;;;16.7;130425;11.3;050425;23.9;11;;36;
180426;;;;16.3;910426;10.4;150426;21.4;11;;32;
180427;;;;16.4;130427;10.9;930427;21.5;17;;36;
180428;;;;16.3;900428;9.9;180428;23.7;14;;34;
180429;;;;16.5;900429;10.6;890429;24.0;12;;29;
180430;;;;16.3;010430;9.8;160430;22.5;;;27;
180501;;;;16.2;010501;9.6;100501;24.1;5;;21;
180502;;;;16.1;010502;9.5;970502;22.1;7;;26;
180503;;;;16.2;080503;8.7;970503;24.2;11;;31;
180504;;;;16.2;890504;9.8;940504;23.3;16;;43;
180505;;;;16.4;890505;10.0;010505;23.9;16;;34;
180506;;;;16.3;000506;10.6;.;23.0;;;36;
180507;;;;16.3;120507;11.2;970507;26.7;12;;35;
180508;;;;16.0;990508;10.6;970508;22.3;7;;24;
180509;;;;16.0;070509;9.0;920509;21.9;11;;36;
180510;;;;15.9;070510;7.9;170510;25.8;6;;37;
180511;;;;15.9;890511;8.8;170511;25.0;10;;33;
180512;;;;16.0;010512;8.6;170512;27.9;11;;31;
180513;;;;16.0;890513;9.2;920513;22.5;14;;38;
180514;;;;16.1;010514;9.3;000514;23.9;13;;37;
180515;;;;15.7;930515;9.9;970515;22.3;9;;33;
180516;;;;15.8;040516;9.1;970516;22.0;10;;33;
180517;;;;15.5;890517;9.4;970517;21.2;9;;;13
180518;;;;15.6;080518;9.2;970518;21.8;10;;34;
180519;;;;15.8;070519;9.4;.;27.0;13;;39;
180520;;;;15.6;000520;9.9;010520;22.4;17;;44;
180521;;;;15.2;000521;9.5;900521;21.1;14;;37;
180522;;;;15.2;890522;8.2;970522;22.2;16;;45;
180523;;;;15.4;040523;9.8;970523;24.1;15;;43;
180524;;;;15.3;040524;9.2;920524;21.3;17;;44;
180525;;;;15.3;070525;9.4;020525;28.6;14;;39;
180526;;;;15.3;040526;8.1;020526;25.7;17;;42;
180527;;;;15.1;990527;9.0;920527;22.7;14;;39;
180528;;;;15.1;080528;9.5;970528;22.6;12;;34;
180529;;;;15.2;040529;8.2;910529;22.4;13;;36;
180530;;;;15.1;070530;8.9;910530;22.3;11;;35;
180531;;;;14.9;080531;8.3;970531;20.9;7;;29;
180601;1.08;;;14.8;090601;9.1;990601;20.5;9;;32;
180602;1;;;14.9;080602;9.1;160602;23.8;8;;28;
180603;1;;;14.8;080603;9.9;000603;22.0;9;;35;
180604;1;;;14.9;030604;9.5;970604;22.1;10;;43;
180605;1;;;14.7;040605;8.1;970605;20.7;11;;43;
180606;1;;;14.6;900606;9.1;920606;20.4;20;;52;
180607;;14.7;040607;9.3;970607;21.0;17;;47;
180608;1.02;;;14.4;040608;7.7;970608;21.2;19;;46;
180609;1.01;;;14.3;140609;7.6;970609;21.3;17;;40;
180610;1;;;14.7;990610;8.8;970610;23.5;15;;38;
180611;1.01;;;14.7;140611;8.5;970611;20.7;8;;35;
180612;1.08;;;14.7;990612;8.9;970612;22.6;10;;51;
180613;1;;;14.6;060613;8.5;950613;20.8;;;51;
180614;1.15;;;14.7;020614;7.9;.;21.4;;;48;
180615;1.38;;;14.6;020615;8.7;900615;20.4;21;;56;
180616;1.02;;;14.6;960616;10.4;970616;21.4;22;;51;
180617;1.09;;;14.6;040617;8.8;970617;23.6;17;;44;
180618;1.08;;;14.6;020618;7.3;970618;21.3;20;;46;
180619;1;;;14.3;000619;7.4;970619;20.4;;;38;
180620;1.02;;;14.3;000620;7.2;970620;21.9;9;;35;
180621;1;;;14.1;130621;8.2;150621;20.0;12;;37;
180622;1.01;;;14.3;130622;9.1;970622;20.2;12;;44;
180623;1;;;14.4;990623;8.7;000623;20.9;18;;69;
180624;1.01;;;14.1;060624;8.6;970624;20.4;11;;31;
180625;1.29;;;14.4;010625;7.5;930625;19.7;11;;35;
180626;1.03;;;14.5;130626;7.9;170626;22.2;12;;36;
180627;1;;;14.1;140627;7.4;980627;19.8;14;;35;
180628;1;;;14.3;960628;8.5;990628;20.3;15;;41;
180629;1;;;14.2;100629;6.1;930629;19.6;19;;38;
180630;1;;;13.9;.;8.2;.;19.4;17;;34;
180701;1;;;14.0;960701;8.3;050701;19.7;17;;39;
180702;1;;;13.9;960702;7.3;060702;20.4;8;;28;
180703;1;;;14.0;960702;8.5;060703;21.4;12;;29;
180704;1;;;14.1;890704;7.3;970704;21.1;19;;31;
180705;1;;;14.0;890705;7.7;970705;21.7;16;;31;
180706;1;;;14.1;120706;7.5;060706;22.7;14;;39;
180707;1.01;;;14.0;940707;6.7;970707;20.0;13;;37;
180708;1;;;14.0;940708;8.8;160708;20.8;13;;47;
180709;1.02;;;14.0;960709;8.8;160709;19.8;13;;39;
180710;1.01;;;13.9;000710;8.2;970710;21.4;14;;34;
180711;1.14;;;13.9;000711;7.5;970711;22.6;13;;37;
180712;1;;;13.9;000712;7.1;970712;20.0;13;;36;
180713;1.02;;;13.9;000713;8.6;060713;19.9;15;;35;
180714;1.01;;;13.9;990714;8.7;060714;20.4;21;;40;
180715;1.2;;;13.8;920715;8.2;910715;19.5;21;;37;
180716;1;;;13.6;090716;7.9;030716;18.9;20;;37;
180717;1;;;13.7;050717;7.5;970717;19.6;;;33;
180718;1;;;13.5;.;5.9;060718;20.4;8;;27;
180719;1;;;13.7;100719;6.8;060719;20.5;10;;31;
180720;1.17;;;13.8;100720;6.0;060720;20.5;15;;42;
180721;1.05;;;13.9;050721;7.4;010721;20.3;19;;55;
180722;1.15;;;13.8;050722;6.6;020722;19.6;14;;35;
180723;1.19;;;13.6;050723;6.3;910723;19.8;17;;43;
180724;1;;;13.6;140724;7.0;970724;19.5;15;;40;
180725;1;;;13.7;090725;7.8;890725;19.8;13;;34;
180726;1.02;;;13.8;090726;8.5;970726;19.8;18;;40;
180727;1.07;;;13.7;960727;8.1;970727;20.1;13;;33;
180728;1;;;13.6;030728;7.1;970728;20.8;13;;44;
180729;1.12;;;13.7;030729;8.0;970729;20.7;14;;36;
180730;1.34;;;13.9;.;9.2;970730;19.8;15;;38;
180731;1.04;;;13.7;100730;8.7;970731;19.6;;;37;
180801;1.2;;;13.6;940801;7.0;970801;20.1;;;44;
180802;1.02;;;13.6;940802;8.3;970802;20.0;9;;31;
180803;1.15;;;13.8;040803;8.3;930803;20.0;;;37;
180804;1.25;;;13.9;950804;8.6;970804;19.7;16;;38;
180805;1.11;;;14.0;910805;8.6;970805;19.9;19;;44;
180806;1.06;;;14.1;070806;8.9;970806;20.2;15;;41;
180807;1.1;;;14.0;910807;9.4;970807;19.6;11;;31;
180808;1.11;;;14.1;940808;9.2;990808;20.9;19;;42;
180809;1.07;;;13.9;940809;7.8;970809;22.2;19;;38;
180810;1.04;;;14.1;090810;9.7;970810;25.3;16;;33;
180811;1;;;14.1;910811;8.2;970811;27.0;16;;35;
180812;1.04;;;14.1;950812;8.4;970812;20.7;10;;28;
180813;1;;;14.0;950813;9.7;970813;19.3;7;;25;
180814;1.03;;;14.0;980814;7.0;970814;21.2;13;;38;
180815;1.46;;;13.9;980815;8.3;970815;19.7;17;;40;
180816;1.18;;;14.2;920816;8.8;970816;22.7;15;;40;
180817;1.08;;;14.0;030817;9.3;970817;23.2;16;;35;
180818;1.17;;;14.0;040818;8.0;970818;20.6;;;29;
180819;1.02;;;14.0;930819;7.8;970819;19.3;;;31;
180820;1.1;;;13.9;900820;10.2;970820;19.2;;;39;
180821;1.17;;;14.0;990821;9.5;170821;19.7;11;;37;
180822;1.01;;;14.1;920822;8.9;170822;20.2;10;;32;
180823;1.25;;;14.0;090823;9.2;960823;19.5;8;;32;
180824;1.14;;;14.1;030824;8.4;970824;20.5;;9;46;
180825;1;;;14.2;980825;9.0;040825;20.5;;2;45;
180826;1.01;;;14.2;980826;7.3;020826;26.3;;3;32;
180827;1.11;;;14.3;070827;8.5;150827;21.9;;4;35;
180828;1.21;;;14.3;070828;9.3;130828;21.1;11;;30;
180829;1.05;;;14.5;070829;10.4;010829;21.6;9;;25;
180830;1.17;;;14.5;980830;8.9;040830;20.5;9;;24;
180831;1.2;;;14.4;050831;8.1;110831;20.6;8;;23;
180901;1.24;;;14.3;050901;8.3;110901;19.9;9;;25;
180902;1.01;;;14.5;940902;8.6;990902;20.2;9;;32;
180903;1.03;;;14.4;100903;9.0;180903;20.1;13;;35;
180904;1.04;;;14.4;070904;8.8;180904;20.8;10;;32;
180905;1;;;14.4;080905;9.5;970905;21.8;10;;32;
180906;1;;;14.5;080906;8.5;970906;20.2;12;;38;
180907;1.02;;;14.5;980907;8.4;940907;20.4;14;;38;
180908;1;;;14.6;980908;7.5;940908;21.7;11;;32;
180909;1;;;14.5;030909;9.3;130909;24.0;9;;26;
180910;1;;;14.5;030910;7.1;060910;19.5;11;;34;
180911;1.04;;;14.4;980911;9.9;150911;19.5;10;;30;
180912;1.02;;;14.5;890912;9.0;040912;20.6;10;;30;
180913;1;;;14.5;010913;8.6;110913;21.1;8;;29;
180914;1.01;;;14.3;890914;6.9;150914;20.8;10;;30;
180915;1;;;14.5;050915;9.6;150915;21.0;12;;35;
180916;1.03;;;14.5;050916;9.6;960916;21.2;10;;33;
180917;1;;;14.6;100917;9.5;970917;25.0;10;;27;
180918;1;;;14.6;100918;9.8;970918;24.2;9;;24;
180919;1;;;14.7;120919;10.1;970919;20.4;8;;21;
180920;1;;;14.7;130920;9.0;150920;20.5;12;;28;
180921;1;;;15.0;120921;11.0;.;21.1;11;;28;
180922;1;;;15.0;990922;10.0;000922;21.1;9;;27;
180923;1;;;15.0;070923;10.3;940923;20.4;7;;25;
180924;1.03;;;14.9;070924;11.1;020924;20.9;8;;30;
180925;1;;;14.9;050925;9.3;150925;20.8;13;;34;
180926;1;;;15.0;040926;10.9;970926;22.1;15;;36;
180927;;;;15.1;070927;11.3;940927;21.2;;;;16
180928;;;;15.1;890928;11.4;100928;20.0;;;;1
180929;;;;15.0;900929;9.5;150929;21.0;;;;1
180930;;;;15.2;010930;9.9;970930;20.3;;;;1
181001;;;;15.0;991001;11.0;971001;22.0;;;;1
181002;1;;;15.1;171002;10.9;961002;20.7;8;;22;
181003;1.02;;;15.2;071003;10.2;111003;20.6;9;;31;
181004;1;;;15.3;101004;9.9;171004;21.1;11;;39;
181005;1;;;15.2;891005;10.1;941005;23.6;9;;35;
181006;1;;;15.4;911006;11.1;161006;22.1;8;;22;
181007;1.01;;;15.3;901007;10.6;941007;21.0;8;;20;
181008;1.01;;;15.3;901008;9.4;011008;21.1;10;;27;
181009;1;;;15.4;901009;10.7;011009;20.7;9;;28;
181010;1;;;15.4;901010;9.2;941010;21.3;11;;32;
181011;1;;;15.3;951011;10.3;941011;20.3;9;;30;
181012;1;;;15.4;911012;11.0;971012;24.1;5;;22;
181013;1;;;15.6;961013;10.0;971013;25.7;5;;22;
181014;1;;;15.5;101014;10.3;031014;22.9;6;;23;
181015;1;;;15.5;111014;11.1;031015;20.8;6;;25;
181016;1;;;15.4;181016;10.6;141016;21.1;9;;30;
181017;1;;;15.5;111017;10.6;141017;21.1;6;;29;
181018;1;;;15.6;.;10.4;151018;21.7;6;;25;
181019;1.01;;;15.6;901019;11.2;971019;20.8;5;;30;
181020;1;;;15.8;111020;12.1;911020;21.1;7;;31;
181021;1.01;;;15.7;901021;11.1;031021;21.3;5;;20;
181022;1.15;;;16.0;121022;11.9;991022;21.4;8;;30;
181023;1;;;15.9;071023;10.9;011023;21.0;8;;30;
181024;1;;;16.0;001024;10.9;971024;20.1;7;;24;
181025;1.01;;;15.9;981025;12.0;141025;21.4;7;;29;
181026;1;;;16.1;171026;12.8;931026;22.8;7;;25;
181027;1.01;;;16.2;901027;12.6;891027;22.0;5;;18;
181028;1.18;;;16.3;111028;12.1;961028;21.2;7;;19;
181029;1.18;;;16.3;001029;12.2;091029;22.4;7;;22;
181030;1.02;;;16.3;071030;10.8;091030;22.3;7;;24;
181031;1.02;;;16.3;941031;11.4;991031;22.6;5;;19;
181101;1.01;;;16.4;931101;12.0;091101;23.6;3;;14;
181102;1.03;;;16.4;001102;10.8;941102;23.4;5;;20;
181103;1.04;;;16.5;011103;11.8;941103;21.7;6;;20;
181104;1.1;;;16.5;991104;12.7;161104;22.5;6;;18;
181105;1.02;;;16.6;071105;11.0;921105;21.1;6;;21;
181106;1.03;;;16.6;891106;12.7;981106;20.8;;;25;
181107;1;;;16.8;071107;12.9;931107;22.6;;;25;
181108;1.01;;;16.9;021108;12.8;971108;21.5;8;;26;
181109;1.03;;;16.8;111109;13.8;971109;21.3;7;;28;
181110;1.12;;;16.8;991110;13.4;971110;22.4;9;;32;
181111;1.07;;;16.8;021111;11.1;921111;22.9;6;;21;
181112;1.06;;;16.9;001112;12.0;081112;21.6;6;;24;
181113;1.05;;;17.0;041113;12.7;081113;21.9;7;;38;
181114;1.01;;;16.9;131114;12.2;081114;21.1;9;;37;
181115;1.16;;;17.1;911115;11.7;081115;21.4;10;;37;
181116;1.03;;;16.9;001116;11.4;971116;21.6;9;;30;
181117;1.03;;;17.0;001117;11.0;131117;21.4;7;;24;
181118;1;;;17.1;091118;12.3;921118;24.5;6;;20;
181119;1.01;;;17.3;941119;13.0;971119;21.6;6;;22;
181120;1;;;17.4;131120;13.4;961120;22.5;7;;26;
181121;1.02;;;17.3;011121;12.0;161121;22.2;8;;30;
181122;1.11;;;17.5;991122;12.8;031122;22.5;7;;21;
181123;1.1;;;17.7;961123;14.4;951123;21.9;7;;23;
181124;1.14;;;17.6;101124;12.8;971124;23.1;6;;20;
181125;1.22;;;17.7;931125;12.8;961125;23.5;5;;20;
181126;1.14;;;17.8;071126;12.8;031126;23.3;8;;27;
181127;1.35;;;17.7;011127;12.6;031127;22.6;10;;32;
181128;1.1;;;17.7;011128;12.9;031128;22.6;8;;30;
181129;1.02;;;17.8;011129;12.6;971129;22.9;7;;26;
181130;1;;;17.9;121130;13.4;971130;22.9;7;;22;
181201;1;;;17.7;071201;13.4;971201;22.4;7;;25;
181202;1.2;;;18.2;071202;13.8;971202;23.1;6;;19;
181203;1;;;18.1;991203;12.3;121203;23.9;5;;21;
181204;1;;;18.2;991204;13.3;131204;23.9;4;;19;
181205;1.09;;;18.1;991205;12.5;921205;23.5;4;;21;
181206;1.26;;;18.1;951206;13.9;911206;23.6;4;;23;
181207;1.04;;;18.1;051207;12.1;971207;23.7;6;;28;
181208;1.03;;;18.2;051208;12.7;971208;24.0;7;;28;
181209;1.04;;;18.2;071209;12.5;971209;25.1;8;;28;
181210;1.04;;;18.3;051210;13.0;971210;25.0;8;;28;
181211;1.1;;;18.1;071211;13.6;971211;24.4;8;;28;
181212;1.19;;;18.3;021212;13.3;971212;24.5;9;;30;
181213;1.02;;;18.6;901213;13.8;971213;25.1;9;;34;
181214;1.01;;;18.5;901214;13.0;041214;24.6;9;;35;
181215;1;;;18.6;071215;13.7;041215;25.2;8;;31;
181216;1.01;;;18.5;071216;12.8;971216;25.4;9;;29;
181217;1.1;;;18.8;071217;13.0;971217;25.4;11;;34;
181218;1.01;;;18.8;911218;14.0;011218;27.8;9;;26;
181219;1;;;18.8;981219;14.7;971219;24.7;9;;23;
181220;1.02;;;19.1;901220;13.7;001220;24.7;7;;26;
181221;1.04;;;19.0;951221;14.3;971221;25.3;8;;24;
181222;1.02;;;19.0;141222;13.8;971222;25.5;9;;28;
181223;1.05;;;19.0;951223;14.2;941223;25.0;7;;21;
181224;1.01;;;19.0;021224;13.2;971224;24.9;6;;20;
181225;1.07;;;19.2;141225;14.6;971225;25.6;7;;21;
181226;1.01;;;19.3;961226;14.0;971226;25.7;6;;22;
181227;1.04;;;19.4;121227;13.3;971227;25.6;6;;19;
181228;1;;;19.4;031228;14.2;971228;25.9;5;;19;
181229;1.21;;;19.4;121229;14.1;971229;25.5;6;;21;
181230;1.03;;;19.6;141230;14.3;961230;25.2;7;;21;
181231;;1;;19.6;021231;14.0;061231;26.3;8;;22;
190101;1.03;;;19.7;130101;14.9;070101;27.7;10;;28;
190102;1.19;;;19.7;030102;14.9;070102;25.0;9;;29;
190103;1.04;;;19.8;970103;15.0;980103;25.1;9;;27;
190104;1.24;;;19.8;930104;15.0;980104;25.5;8;;25;
190105;1.08;;;20.0;030105;14.8;170105;26.8;9;;30;
190106;1.02;;;20.0;940106;15.0;170106;25.8;5;;22;
190107;1.1;;;20.0;130107;14.6;980107;27.9;7;;25;
190108;1.03;;;20.1;130108;14.7;140108;27.2;5;;24;
190109;1.03;;;20.1;110109;14.9;140109;26.5;6;;20;
190110;1;;;20.0;960110;14.5;950110;25.9;4;;19;
190111;1;;;20.0;110111;15.0;050111;26.7;4;;22;
190112;1;;;20.1;950112;15.0;980112;26.0;5;;24;
190113;1;;;20.2;120113;15.1;950113;26.6;4;;19;
190114;1;;;20.2;990114;14.7;980114;26.1;4;;20;
190115;1;;;20.4;120115;15.0;980115;26.3;5;;20;
190116;1;;;20.4;120116;14.7;170116;26.8;6;;24;
190117;1;;;20.5;120117;15.3;980117;31.8;6;;23;
190118;1;;;20.5;990118;14.0;080118;27.4;7;;23;
190119;1;;;20.4;990119;14.7;170119;28.6;7;;28;
190120;1;;;20.4;110120;14.5;170120;27.7;6;;23;
190121;1;;;20.4;990121;14.7;170121;30.3;7;;24;
190122;1.02;;;20.4;960122;15.3;170122;28.3;6;;24;
190123;1.04;;;20.3;910123;15.5;170123;28.4;5;;25;
190124;1;;;20.4;020124;13.6;950124;26.4;6;;24;
190125;1;;;20.3;090125;15.3;170125;26.1;6;;30;
190126;1;;;20.3;020126;14.8;170126;29.3;5;;;13
190127;1;;;20.3;050127;15.3;170127;27.5;5;;13;
190128;1;;;20.5;070128;15.1;190128;27.2;6;;19;
190129;1;;;20.6;070129;14.7;030129;27.3;7;;26;
190130;1;;;20.5;970130;15.2;030130;28.2;6;;22;
190131;1;;;20.4;050131;13.8;160131;26.4;6;;29;
190201;1;;;20.5;050201;12.9;170201;27.0;5;;24;
190202;1;;;20.3;050202;12.9;170202;27.6;5;;20;
190203;1;;;20.3;050203;14.5;980203;26.0;4;;15;
190204;1;;;20.4;050204;14.0;980204;26.0;4;;20;
190205;1;;;20.4;970205;14.9;130205;26.0;4;;23;
190206;1;;;20.5;120206;14.7;900206;27.9;6;;25;
190207;1;;;20.3;050207;14.2;190207;25.6;7;;28;
190208;1;;;20.2;050208;14.5;130208;26.1;8;;27;
190209;1;;;20.2;000209;14.8;980209;26.8;6;;23;
190210;1.02;;;20.3;.;14.7;980210;26.7;5;;16;
190211;1;;;20.3;000211;15.1;120211;25.6;6;;18;
190212;1;;;20.1;960212;15.4;120212;27.5;6;;25;
190213;1;;;20.2;000213;15.0;010213;25.0;8;;29;
190214;1;;;20.2;050214;14.6;060214;26.8;6;;23;
190215;1;;;20.2;960215;14.7;060215;26.1;9;;28;
190216;1;;;20.2;960216;15.2;100216;25.6;7;;22;
190217;1;;;20.0;050217;14.9;010217;25.1;7;;22;
190218;1;;;20.1;000218;14.7;090218;25.7;7;;21;
190219;1;;;20.0;000219;14.9;150219;29.1;7;;23;
190220;1;;;20.1;900220;15.1;980220;25.6;6;;;13
190221;1;;;20.0;130221;14.3;980221;27.7;5;;;1
190222;1;;;20.0;910222;15.0;160222;28.0;6;;;6
190223;1;;;19.9;070223;14.9;170223;27.6;4;;35;
190224;1;;;20.0;120224;14.4;170224;27.0;5;;35;
190225;1;;;20.0;950225;14.4;170225;27.0;5;;41;
190226;1;;;20.0;080226;14.5;170226;27.6;4;;40;
190227;1;;;19.9;080227;14.1;170227;27.1;4;;37;
190228;1;;;19.8;950228;13.8;170228;25.8;6;;41;
190301;1;;;19.6;950301;14.4;980301;25.2;6;;30;
190302;1;;;19.5;000302;14.4;970302;26.2;7;;24;
190303;1;;;19.6;000303;13.5;.;30.6;4;;17;
190304;1;;;19.7;000304;13.6;970304;27.9;5;;25;
190305;1;;;19.7;140305;14.0;970305;26.2;7;;30;
190306;1;;;19.6;900306;14.4;050306;25.4;8;;35;
190307;1;;;19.6;090307;14.7;010307;25.9;9;;38;
190308;1;;;19.4;070308;14.6;080308;24.8;9;;38;
190309;1;;;19.4;100309;14.7;000309;25.6;7;;34;
190310;1;;;19.4;070310;14.5;140310;24.6;7;;28;
190311;1;;;19.3;070311;15.0;920311;25.4;8;;30;
190312;1;;;19.5;080312;14.4;150312;25.6;8;;35;
190313;1;;;19.4;080313;13.9;990313;25.8;10;;46;
190314;1;;;19.2;080314;14.0;020314;25.0;8;;41;
190315;1;;;19.1;040315;13.5;980315;27.3;9;;42;
190316;1;;;19.2;050316;13.7;980316;25.4;9;;52;
190317;1.01;;;19.1;040317;13.4;920317;25.1;8;;44;
190318;1;;;19.1;900318;14.0;090318;24.8;8;;46;
190319;1;;;19.1;130319;13.5;920319;24.5;9;;49;
190320;1;;;18.9;080320;13.9;920320;24.9;10;;55;
